,TENURE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,cluster
2333,7,6,9,0,8,0,0,1,1,0,1,0,4,1,1,2,0,0
2334,12,10,10,0,10,0,6,1,4,0,4,0,6,4,1,4,0,0
2335,12,10,1,1,0,2,0,4,1,1,0,2,4,2,2,1,1,1
2336,12,5,10,4,10,1,0,1,3,3,3,1,4,3,1,7,1,2
2337,12,10,8,4,7,6,0,5,3,3,3,6,6,3,3,6,2,2
2338,12,10,2,2,0,0,1,4,1,1,0,0,5,5,3,1,0,3
2339,12,10,10,10,10,5,0,3,4,3,3,3,5,4,1,6,2,2
2340,12,10,4,4,0,7,0,5,2,2,0,5,6,3,3,1,4,1
2341,12,10,6,2,5,0,0,4,2,1,1,0,5,2,2,2,0,0
2342,12,10,5,0,5,6,1,4,1,0,1,5,5,5,2,2,4,1
2343,12,10,0,0,0,5,0,5,0,0,0,4,5,3,4,0,2,1
2344,7,9,0,0,0,6,0,2,0,0,0,4,5,1,1,0,3,1
2345,12,10,10,3,10,0,0,5,3,1,3,0,5,3,3,8,0,2
2346,12,10,10,0,10,0,0,1,1,0,1,0,3,2,1,5,0,0
2347,12,10,10,0,10,0,0,3,2,0,2,0,2,2,3,5,0,0
2348,12,10,0,0,0,3,0,4,0,0,0,4,4,4,2,0,1,1
2349,12,10,2,2,0,4,0,5,2,2,0,3,6,4,3,1,2,1
2350,12,10,5,5,2,0,0,2,2,2,1,0,3,3,1,3,0,3
2351,12,10,8,8,4,3,0,3,2,1,1,3,3,3,2,4,1,2
2352,12,10,0,0,0,1,0,4,0,0,0,2,5,3,3,0,1,1
2353,12,10,0,0,0,1,1,2,0,0,0,2,3,3,1,0,1,3
2354,12,10,6,5,3,0,0,4,2,2,1,0,5,2,2,3,0,2
2355,12,10,10,1,10,1,2,2,3,1,3,1,4,2,1,7,1,0
2356,12,10,3,3,0,0,0,2,1,1,0,0,4,2,1,1,0,3
2357,12,10,10,0,10,0,8,1,2,0,2,0,5,2,1,4,0,0
2358,12,10,4,4,0,5,0,2,1,1,0,3,3,1,1,2,3,1
2359,12,10,10,4,10,0,0,2,3,1,3,0,4,3,1,7,0,2
2360,12,10,10,10,0,1,0,3,3,3,0,1,3,4,2,7,1,2
2361,12,10,10,0,10,3,0,6,3,0,3,4,6,4,4,3,1,1
2362,12,10,10,10,10,0,10,1,3,3,2,0,5,3,1,6,0,2
2363,12,10,10,10,10,0,10,2,5,5,3,0,6,5,1,8,0,2
2364,12,9,7,5,5,4,0,3,2,1,1,3,3,2,2,5,2,1
2365,12,10,0,0,0,1,0,3,0,0,0,2,3,4,4,0,1,1
2366,12,6,0,0,0,3,8,1,0,0,0,4,6,5,1,0,2,1
2367,12,10,5,1,5,0,2,1,1,1,1,0,3,3,1,2,0,0
2368,12,10,9,0,9,0,10,1,1,0,1,0,6,2,1,3,0,0
2369,12,10,5,3,4,0,1,3,3,3,1,0,5,4,2,3,0,2
2370,12,10,0,0,0,1,1,2,0,0,0,2,4,3,1,0,1,3
2371,7,6,5,5,0,0,0,1,1,1,0,0,6,1,1,1,0,3
2372,12,10,10,0,10,0,8,1,2,0,2,0,2,1,1,4,0,0
2373,12,10,10,6,10,0,0,5,5,5,2,0,6,3,4,7,0,2
2374,12,10,10,0,10,3,0,5,1,0,1,3,5,2,3,3,1,1
2375,12,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
2376,12,10,8,3,5,0,2,1,2,2,1,0,5,2,1,4,0,0
2377,8,9,0,0,0,2,0,3,0,0,0,3,3,1,1,0,1,3
2378,12,10,0,0,0,1,0,3,0,0,0,1,5,3,2,0,1,3
2379,12,10,10,0,10,0,4,1,3,0,3,0,5,3,1,5,0,0
2380,12,2,10,0,10,0,1,1,1,0,1,0,4,1,1,3,0,0
2381,12,10,7,0,7,0,2,1,2,0,2,0,4,2,1,3,0,0
2382,12,10,10,10,5,1,0,5,3,3,1,2,5,3,3,5,1,2
2383,12,10,5,4,4,5,0,3,3,3,2,3,4,4,3,3,2,2
2384,12,10,10,6,10,0,5,1,3,2,3,0,5,4,1,5,0,2
2385,12,10,0,0,0,6,0,3,0,0,0,5,5,2,3,0,2,1
2386,12,10,4,0,4,2,2,1,1,0,1,1,3,2,1,1,1,3
2387,12,10,2,2,0,7,0,5,1,1,0,5,6,5,3,1,6,1
2388,12,10,10,0,10,2,0,3,2,0,2,2,2,2,3,5,1,0
2389,12,10,0,0,0,7,0,5,0,0,0,5,5,5,3,0,5,1
2390,12,10,1,1,0,0,0,1,1,1,0,0,3,1,1,1,0,3
2391,12,10,10,8,10,2,2,3,4,4,1,4,5,5,2,7,3,2
2392,12,10,9,5,7,4,0,5,3,3,1,3,5,3,3,4,1,2
2393,12,10,0,0,0,3,0,3,0,0,0,1,3,2,2,0,1,3
2394,12,10,1,1,0,2,1,3,1,1,0,3,3,4,1,1,1,3
2395,12,10,10,5,10,0,3,1,3,2,3,0,5,3,1,6,0,2
2396,12,10,0,0,0,1,0,3,0,0,0,2,3,1,1,0,1,3
2397,12,10,0,0,0,7,0,4,0,0,0,4,4,3,2,0,2,1
2398,12,10,10,3,10,0,10,2,5,4,3,0,5,5,1,6,0,2
2399,12,10,1,1,0,3,0,4,1,1,0,2,5,3,3,1,1,1
2400,12,10,10,3,10,0,0,4,5,3,5,0,6,4,3,7,0,2
2401,12,6,2,2,0,1,4,2,4,4,0,2,3,5,1,1,1,3
2402,12,10,5,1,5,0,0,1,1,1,1,0,3,1,1,3,0,0
2403,12,10,8,6,5,6,0,6,3,3,1,3,6,3,4,4,3,1
2404,12,10,10,0,10,0,0,3,2,0,2,0,2,1,6,3,0,0
2405,12,8,10,1,10,0,2,1,3,1,3,0,3,3,1,6,0,0
2406,12,10,10,10,10,0,4,1,4,3,3,0,5,3,1,7,0,2
2407,8,10,2,2,0,0,0,2,2,2,0,0,3,1,1,1,0,3
2408,11,10,5,5,0,6,1,4,3,3,0,4,5,2,3,5,4,1
2409,12,0,10,0,10,0,0,0,1,0,1,0,5,0,2,4,0,0
2410,12,10,6,1,5,0,0,3,2,1,1,0,3,2,1,2,0,0
2411,12,9,10,0,10,0,3,1,3,0,3,0,5,3,1,3,0,0
2412,12,3,1,1,0,2,0,1,1,1,0,3,3,2,3,1,2,3
2413,12,10,0,0,0,1,0,3,0,0,0,3,5,2,2,0,1,1
2414,12,6,1,1,0,0,0,1,1,1,0,0,3,1,1,1,0,3
2415,12,10,10,0,10,0,9,1,2,0,2,0,6,2,1,3,0,0
2416,12,10,10,9,5,2,0,3,4,4,1,4,5,5,2,6,2,2
2417,12,10,10,0,10,0,3,1,1,0,1,0,3,1,1,3,0,0
2418,12,10,10,2,9,0,1,1,2,1,2,0,5,3,1,3,0,0
2419,12,10,5,0,5,0,0,1,2,0,2,0,4,2,1,2,0,0
2420,12,10,10,5,9,2,2,3,3,3,1,1,3,3,1,5,1,2
2421,12,10,10,10,5,0,10,1,3,2,2,0,5,3,1,4,0,2
2422,12,10,5,3,4,2,0,6,2,2,1,5,6,3,4,4,3,1
2423,12,10,0,0,0,1,0,4,0,0,0,1,3,1,6,0,1,1
2424,12,10,0,0,0,2,0,3,0,0,0,2,3,2,2,0,1,3
2425,12,10,4,4,0,2,0,3,2,2,0,1,5,2,2,3,1,3
2426,11,10,0,0,0,1,0,4,0,0,0,3,5,3,3,0,1,1
2427,12,10,5,0,5,5,0,4,2,0,2,3,4,3,3,2,2,1
2428,11,2,1,0,1,0,0,1,1,0,1,0,4,4,1,1,0,3
2429,12,8,0,0,0,1,2,3,0,0,0,1,5,4,2,0,1,3
2430,12,10,1,1,0,1,0,3,1,1,0,1,3,1,2,1,1,3
2431,12,10,10,10,5,0,10,1,4,4,2,0,4,4,1,7,0,2
2432,12,10,1,1,0,5,0,5,2,2,0,4,6,3,3,1,2,1
2433,12,10,6,3,5,0,0,4,2,2,1,0,6,2,3,3,0,2
2434,12,10,10,1,10,0,0,3,2,1,1,0,3,2,1,4,0,0
2435,10,8,6,0,5,0,9,1,1,0,1,0,2,2,1,2,0,0
2436,12,10,10,0,10,0,0,3,1,0,1,0,3,2,2,6,0,0
2437,12,10,4,1,2,6,0,4,2,1,1,3,5,3,3,1,3,1
2438,7,5,10,0,10,0,10,1,1,0,1,0,3,1,1,2,0,0
2439,12,10,0,0,0,1,0,5,0,0,0,4,5,3,3,0,1,1
2440,12,10,10,10,10,0,10,1,2,2,1,0,5,3,1,5,0,2
2441,12,10,10,5,9,7,0,5,3,1,2,4,6,3,3,5,5,1
2442,12,10,8,5,5,5,0,4,3,2,1,4,5,2,2,4,3,1
2443,12,10,10,2,10,0,9,1,3,1,3,0,4,3,1,7,0,0
2444,12,10,10,10,8,0,10,1,3,1,2,0,5,3,1,5,0,2
2445,12,10,8,5,5,0,0,3,3,3,1,0,5,1,1,4,0,2
2446,12,10,10,5,10,7,0,4,3,2,2,4,5,4,3,5,6,1
2447,12,10,0,0,0,1,2,2,0,0,0,3,5,3,1,0,1,3
2448,12,10,0,0,0,10,0,4,0,0,0,5,5,5,3,0,5,1
2449,12,10,0,0,0,1,1,3,0,0,0,3,3,4,2,0,1,1
2450,10,10,1,1,0,3,0,3,1,1,0,1,3,2,3,1,1,3
2451,12,10,0,0,0,2,1,1,0,0,0,2,3,1,1,0,1,3
2452,12,7,6,0,5,0,8,1,1,0,1,0,4,1,1,2,0,0
2453,12,10,8,7,3,0,1,3,4,4,1,0,4,4,1,6,0,2
2454,12,10,0,0,0,6,0,6,0,0,0,6,6,6,4,0,5,1
2455,8,9,2,2,0,2,3,1,1,1,0,1,3,1,1,1,1,3
2456,12,8,3,3,0,0,0,1,2,2,0,0,3,2,1,1,0,3
2457,12,10,10,10,7,2,4,2,3,3,2,1,4,4,1,6,1,2
2458,10,3,4,0,3,0,0,1,1,0,1,0,3,1,1,1,0,3
2459,12,8,5,1,4,0,5,1,1,1,1,0,6,2,1,1,0,0
2460,12,10,5,1,3,1,1,1,2,1,2,2,5,4,1,1,1,0
2461,12,10,1,1,0,0,0,3,1,1,0,0,5,4,1,1,0,3
2462,7,10,0,0,0,3,0,3,0,0,0,1,3,1,1,0,1,3
2463,12,8,1,1,0,2,2,2,1,1,0,6,6,6,1,1,2,1
2464,12,10,10,0,10,0,10,1,3,0,3,0,3,3,3,3,0,0
2465,12,10,0,0,0,2,0,5,0,0,0,3,5,3,3,0,1,1
2466,12,10,4,0,3,1,0,3,1,0,1,3,3,2,1,1,1,3
2467,12,10,10,1,10,5,0,5,2,1,2,3,5,3,3,6,2,1
2468,12,10,9,5,8,0,10,1,4,3,3,0,6,4,1,5,0,2
2469,12,10,9,0,8,2,0,4,2,0,2,5,5,5,3,6,1,1
2470,12,10,6,1,5,2,0,5,1,1,1,3,5,3,4,3,1,1
2471,12,10,9,0,9,0,0,3,2,0,2,0,2,3,3,8,0,0
2472,12,10,5,1,5,0,0,4,1,1,1,0,5,3,2,2,0,0
2473,12,10,10,6,10,5,0,5,3,3,2,3,5,5,4,7,4,2
2474,12,10,5,5,0,2,0,4,2,2,0,3,5,3,3,2,1,1
2475,9,9,3,3,0,5,0,4,3,3,0,5,5,4,2,2,3,1
2476,12,6,10,10,0,0,0,1,3,3,0,0,4,3,1,3,0,2
2477,12,10,10,4,9,0,0,4,4,3,3,0,6,3,3,5,0,2
2478,12,8,5,1,4,0,0,3,3,2,3,0,3,1,2,2,0,0
2479,8,5,10,0,9,0,5,1,1,0,1,0,3,1,1,2,0,0
2480,12,10,10,1,10,1,1,1,3,2,2,1,6,3,1,3,1,2
2481,12,10,4,2,2,0,0,3,1,1,1,0,4,2,2,1,0,3
2482,11,10,6,5,2,1,0,3,1,1,1,1,5,2,2,2,1,3
2483,12,6,4,3,2,2,2,2,3,3,1,2,3,4,2,2,1,3
2484,12,10,10,0,10,0,5,1,3,0,3,0,5,3,1,5,0,0
2485,12,10,6,0,6,0,0,6,3,0,3,0,6,3,3,2,0,2
2486,12,10,2,2,0,0,0,3,1,1,0,0,4,1,2,1,0,3
2487,6,7,0,0,0,2,0,5,0,0,0,6,6,3,3,0,1,1
2488,12,10,0,0,0,4,0,5,0,0,0,3,5,3,3,0,2,1
2489,11,10,0,0,0,1,0,4,0,0,0,4,5,2,3,0,1,1
2490,12,10,0,0,0,7,0,4,0,0,0,5,5,6,3,0,4,1
2491,7,10,10,0,9,2,0,3,1,0,1,3,3,1,2,2,1,0
2492,12,10,8,6,5,0,0,2,3,3,1,0,3,2,1,3,0,2
2493,11,10,2,2,0,0,0,1,1,1,0,0,1,1,1,1,0,3
2494,12,10,0,0,0,2,0,3,0,0,0,3,5,3,1,0,1,1
2495,12,10,7,5,5,8,0,1,2,1,1,2,4,3,1,3,4,1
2496,12,1,0,0,0,1,0,1,0,0,0,3,3,3,1,0,1,3
2497,12,10,4,4,0,0,0,3,3,3,0,0,3,3,2,3,0,2
2498,12,10,10,10,5,0,10,1,3,3,2,0,6,3,1,6,0,2
2499,12,10,10,7,10,2,0,5,3,3,2,2,6,3,3,7,1,2
2500,12,10,7,7,0,0,6,2,5,5,0,0,5,4,1,6,0,2
2501,12,10,10,0,10,0,6,1,1,0,1,0,2,1,1,3,0,0
2502,12,10,6,6,0,1,0,5,3,3,0,1,6,3,3,3,1,2
2503,12,10,10,10,6,0,10,1,3,3,2,0,3,3,1,6,0,2
2504,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
2505,12,5,0,0,0,4,0,1,0,0,0,2,3,1,1,0,2,3
2506,12,10,10,10,10,0,0,4,4,3,3,0,5,4,2,7,0,2
2507,12,10,0,0,0,2,0,3,0,0,0,1,3,1,1,0,1,3
2508,12,10,10,0,10,0,5,1,2,0,2,0,3,1,1,6,0,0
2509,12,0,10,0,10,0,0,0,2,0,2,0,3,2,2,3,0,0
2510,12,2,1,1,0,0,0,1,3,3,0,0,5,0,2,1,0,3
2511,12,10,5,0,4,3,2,2,1,0,1,3,3,3,1,2,1,3
2512,12,10,5,0,4,4,0,2,1,0,1,1,4,3,1,2,1,3
2513,12,10,1,1,0,5,1,3,1,1,0,3,3,3,2,1,3,1
2514,12,7,0,0,0,1,3,1,0,0,0,3,3,4,1,0,1,3
2515,12,10,10,1,10,2,1,4,4,1,4,3,5,5,4,8,1,2
2516,12,10,7,0,7,3,0,5,3,0,3,4,5,4,5,5,5,1
2517,12,8,0,0,0,1,0,2,0,0,0,3,3,3,1,0,1,3
2518,12,10,6,5,5,0,3,2,3,2,2,0,3,3,2,5,0,2
2519,12,10,0,0,0,3,1,3,0,0,0,4,3,4,2,0,2,1
2520,12,7,5,0,5,0,0,1,1,0,1,0,5,1,1,2,0,0
2521,12,5,4,0,3,0,10,1,2,0,2,0,4,3,1,1,0,0
2522,12,10,9,4,8,0,0,5,4,4,3,0,5,3,3,4,0,2
2523,12,10,10,4,10,0,10,2,6,4,5,0,5,6,1,7,0,2
2524,12,10,9,7,5,0,0,2,1,1,1,0,3,1,1,4,0,0
2525,12,10,4,2,2,0,1,1,2,2,1,0,5,2,1,2,0,3
2526,12,10,1,1,0,1,0,4,1,1,0,1,4,3,4,1,1,1
2527,12,10,10,6,10,0,4,1,4,3,3,0,5,3,1,5,0,2
2528,12,10,10,10,0,0,5,1,3,3,0,0,5,2,1,3,0,2
2529,7,9,6,6,0,9,0,3,3,3,0,4,5,1,1,3,4,1
2530,12,10,10,0,10,0,7,1,1,0,1,0,4,1,1,3,0,0
2531,6,9,0,0,0,7,0,4,0,0,0,5,5,2,2,0,3,1
2532,12,10,0,0,0,1,0,3,0,0,0,2,3,2,1,0,1,3
2533,12,10,1,1,0,1,0,3,1,1,0,2,5,1,1,1,1,3
2534,12,10,10,10,6,0,10,1,2,1,1,0,5,2,1,5,0,2
2535,12,6,5,0,5,0,5,1,1,0,1,0,3,1,1,2,0,0
2536,12,6,8,0,8,0,3,1,2,0,2,0,3,3,1,2,0,0
2537,12,10,7,7,1,4,2,2,3,3,1,3,3,3,2,5,2,2
2538,12,10,0,0,0,2,2,2,0,0,0,2,3,3,1,0,1,3
2539,12,10,10,10,0,0,10,1,2,2,0,0,5,2,1,3,0,2
2540,12,5,0,0,0,2,0,2,0,0,0,4,4,4,1,0,1,3
2541,11,10,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
2542,12,10,0,0,0,2,0,3,0,0,0,1,3,2,2,0,1,3
2543,12,10,4,0,3,0,3,1,1,0,1,0,5,1,1,2,0,0
2544,7,9,6,6,0,0,0,2,3,3,0,0,3,1,2,7,0,2
2545,12,10,10,10,0,0,4,1,2,2,0,0,3,1,1,4,0,2
2546,12,10,0,0,0,3,0,5,0,0,0,3,5,3,3,0,2,1
2547,12,10,0,0,0,3,0,3,0,0,0,3,3,2,1,0,1,3
2548,12,10,4,3,1,4,0,4,1,1,1,3,4,3,3,1,2,1
2549,12,10,10,3,8,0,3,1,2,1,2,0,3,1,1,3,0,0
2550,12,10,10,10,7,2,10,2,4,4,1,1,6,4,1,6,1,2
2551,12,10,10,10,4,0,0,2,3,3,1,0,4,3,1,6,0,2
2552,12,10,0,0,0,1,0,3,0,0,0,1,3,2,2,0,1,3
2553,12,10,10,1,10,0,0,3,1,1,1,0,3,2,1,3,0,0
2554,12,4,0,0,0,3,0,1,0,0,0,4,6,3,1,0,2,3
2555,8,10,2,2,0,0,0,5,1,1,0,3,5,2,2,1,3,1
2556,12,10,0,0,0,4,0,3,0,0,0,1,5,1,1,0,2,3
2557,9,2,0,0,0,2,0,1,0,0,0,2,3,0,2,0,1,3
2558,12,10,10,0,10,0,3,1,3,0,3,0,4,3,1,4,0,0
2559,12,10,1,1,0,0,0,1,3,3,0,0,4,1,1,1,0,3
2560,12,10,10,10,5,0,10,1,3,3,1,0,6,3,1,5,0,2
2561,12,10,10,10,1,5,0,4,2,1,1,5,5,5,3,3,2,1
2562,12,10,0,0,0,2,0,3,0,0,0,1,3,1,1,0,1,3
2563,12,10,0,0,0,2,0,3,0,0,0,1,3,1,1,0,1,3
2564,12,10,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
2565,12,7,0,0,0,2,0,2,0,0,0,3,3,3,1,0,1,3
2566,12,10,5,1,5,1,1,1,2,1,1,3,4,2,1,2,1,0
2567,12,10,10,1,10,0,3,1,3,3,3,0,6,3,1,3,0,2
2568,11,10,8,1,7,0,0,3,3,3,2,0,5,2,2,2,0,2
2569,12,3,1,0,1,0,8,1,1,0,1,0,5,2,1,1,0,3
2570,12,10,0,0,0,2,1,1,0,0,0,3,5,3,1,0,1,3
2571,12,10,5,4,4,7,0,4,3,2,1,5,5,4,2,3,4,1
2572,12,10,0,0,0,5,0,2,0,0,0,2,3,3,1,0,1,3
2573,10,10,10,3,9,1,0,3,4,3,3,1,3,3,3,6,1,2
2574,12,8,10,0,10,3,0,4,3,0,3,5,5,5,3,7,2,2
2575,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
2576,12,10,5,5,0,3,0,5,1,1,0,4,5,4,3,2,5,1
2577,12,10,4,0,4,0,0,2,1,0,1,0,2,1,1,1,0,3
2578,12,10,10,1,10,4,0,5,2,1,1,3,5,3,3,3,2,1
2579,12,10,0,0,0,1,0,5,0,0,0,3,5,3,3,0,2,1
2580,12,9,5,5,0,0,7,1,2,2,0,0,2,3,1,2,0,3
2581,12,10,6,1,5,4,0,4,1,1,1,3,5,3,3,2,2,1
2582,12,10,10,0,10,0,7,1,1,0,1,0,5,1,1,7,0,0
2583,12,10,10,2,8,3,3,1,2,1,1,1,3,3,1,3,1,0
2584,12,10,5,0,5,0,0,1,1,0,1,0,3,1,1,2,0,0
2585,12,9,0,0,0,5,2,1,0,0,0,3,3,3,1,0,2,3
2586,12,10,10,0,10,0,7,1,3,0,3,0,3,3,1,7,0,0
2587,12,10,3,0,2,3,0,1,1,0,1,1,4,1,1,1,1,3
2588,12,7,6,0,6,0,9,1,1,0,1,0,3,1,1,2,0,0
2589,12,10,5,5,1,0,0,3,1,1,1,0,3,1,3,2,0,3
2590,12,10,10,3,9,1,0,3,1,1,1,1,3,2,2,3,1,0
2591,12,10,10,10,8,2,0,4,3,3,1,3,5,3,2,5,1,2
2592,12,10,5,0,5,0,1,1,1,0,1,0,6,3,3,1,0,0
2593,12,10,5,5,0,6,0,6,4,4,0,5,6,6,5,2,3,1
2594,12,10,10,3,9,4,1,2,2,1,2,5,4,5,1,4,2,2
2595,12,10,0,0,0,1,1,3,0,0,0,3,3,3,1,0,1,3
2596,12,6,1,1,0,4,0,2,1,1,0,4,6,3,1,1,2,1
2597,12,10,0,0,0,1,2,2,0,0,0,1,3,3,1,0,1,3
2598,12,10,0,0,0,7,0,4,0,0,0,3,4,3,3,0,3,1
2599,12,10,5,1,5,3,0,4,1,1,1,3,4,4,6,2,1,1
2600,12,10,10,6,10,0,0,3,2,2,1,0,3,3,2,6,0,2
2601,12,8,10,0,9,0,5,1,1,0,1,0,5,1,1,3,0,0
2602,12,10,1,1,0,1,0,3,1,1,0,1,4,3,2,1,1,3
2603,12,10,0,0,0,2,0,1,0,0,0,2,2,1,1,0,1,3
2604,12,10,7,0,7,0,0,1,1,0,1,0,1,1,1,2,0,0
2605,12,10,0,0,0,1,0,4,0,0,0,2,5,3,3,0,1,1
2606,12,10,0,0,0,4,0,5,0,0,0,3,5,3,3,0,2,1
2607,12,10,1,1,0,5,1,3,1,1,0,3,3,3,1,1,2,1
2608,10,10,1,1,0,0,0,5,1,1,0,4,6,3,3,1,4,1
2609,12,10,10,0,9,0,0,3,2,0,2,0,3,2,1,3,0,0
2610,12,10,2,2,0,0,0,3,1,1,0,0,3,1,1,1,0,3
2611,10,10,2,2,0,0,0,1,2,2,0,0,5,2,1,1,0,3
2612,12,10,5,5,0,6,0,5,1,1,0,3,5,3,3,2,2,1
2613,12,10,10,5,8,5,0,4,3,3,3,3,5,5,2,5,2,2
2614,12,10,3,3,2,5,1,2,2,2,1,2,3,3,2,4,3,1
2615,12,10,1,1,0,1,0,4,1,1,0,1,6,3,2,1,1,1
2616,12,8,6,0,5,0,7,1,2,0,2,0,5,2,1,3,0,0
2617,12,9,5,5,0,0,2,1,2,2,0,0,3,3,1,1,0,3
2618,12,8,7,0,6,0,2,1,2,0,2,0,3,2,1,3,0,0
2619,12,10,0,0,0,6,0,3,0,0,0,1,3,2,1,0,2,1
2620,12,10,10,0,10,0,3,1,2,0,2,0,4,2,1,6,0,0
2621,7,2,2,2,0,0,0,1,1,1,0,0,4,0,2,1,0,3
2622,9,10,10,0,9,0,10,1,3,0,3,0,2,2,1,4,0,0
2623,12,10,6,1,5,0,0,1,1,1,1,0,5,2,1,2,0,0
2624,12,10,10,0,10,0,0,1,1,0,1,0,3,1,1,6,0,0
2625,9,8,2,2,0,7,0,2,1,1,0,3,3,1,1,1,2,1
2626,12,10,0,0,0,1,0,3,0,0,0,2,3,1,1,0,1,3
2627,12,10,10,0,10,0,10,1,3,0,3,0,3,3,1,6,0,0
2628,12,3,0,0,0,2,0,1,0,0,0,3,3,2,1,0,1,3
2629,12,10,10,10,10,0,0,2,3,2,2,0,6,3,1,6,0,2
2630,12,0,5,2,5,0,0,0,3,2,1,0,3,0,2,4,0,0
2631,12,10,1,1,0,3,0,5,1,1,0,4,5,3,4,1,3,1
2632,12,10,10,1,10,3,0,5,2,1,1,4,5,4,4,4,3,1
2633,12,10,2,2,0,6,0,3,1,1,0,3,5,2,3,1,2,1
2634,12,10,2,2,0,0,0,2,1,1,0,0,3,2,1,1,0,3
2635,12,10,10,8,10,0,0,3,3,3,3,0,3,3,2,7,0,2
2636,11,10,5,5,2,0,0,4,2,2,1,0,5,3,3,4,0,2
2637,12,10,0,0,0,2,0,3,0,0,0,1,3,1,1,0,1,3
2638,12,10,3,0,3,0,0,3,1,0,1,0,4,1,2,2,0,3
2639,11,10,1,1,0,2,0,4,3,3,0,3,5,3,2,1,1,1
2640,12,10,9,5,5,1,1,2,3,2,3,2,4,3,1,5,1,2
2641,12,10,10,2,8,0,0,3,3,2,3,0,5,3,1,5,0,2
2642,12,10,1,1,0,3,0,4,3,3,0,4,5,3,3,1,2,1
2643,12,10,4,4,2,8,0,5,3,3,1,3,5,3,3,4,5,1
2644,12,10,1,1,0,0,0,3,1,1,0,0,3,1,1,1,0,3
2645,12,10,5,5,0,5,0,5,2,2,0,5,6,3,4,3,3,1
2646,12,10,10,0,10,0,0,4,1,0,1,0,5,3,2,3,0,0
2647,12,10,10,0,10,0,0,3,1,0,1,0,2,2,4,3,0,0
2648,12,10,0,0,0,1,0,3,0,0,0,2,3,3,1,0,1,3
2649,12,10,10,0,10,4,0,4,2,0,2,4,5,3,3,3,2,1
2650,12,9,0,0,0,4,4,1,0,0,0,1,6,2,1,0,1,3
2651,12,10,0,0,0,2,0,3,0,0,0,1,3,1,1,0,1,3
2652,12,5,0,0,0,4,10,1,0,0,0,3,5,5,1,0,2,1
2653,12,10,8,0,7,0,6,1,1,0,1,0,3,1,1,2,0,0
2654,12,10,6,6,0,0,0,3,2,2,0,0,3,2,2,2,0,3
2655,11,8,9,0,9,0,8,1,1,0,1,0,5,1,1,2,0,0
2656,12,10,10,10,0,0,0,2,3,3,0,0,5,3,1,6,0,2
2657,12,10,0,0,0,10,0,5,0,0,0,4,5,3,3,0,5,1
2658,12,10,2,2,0,0,0,2,1,1,0,0,3,1,1,1,0,3
2659,12,8,4,1,3,0,1,1,1,1,1,0,5,1,1,1,0,3
2660,12,10,0,0,0,5,0,5,0,0,0,3,6,3,3,0,2,1
2661,12,9,0,0,0,2,3,2,0,0,0,3,3,3,1,0,1,3
2662,12,10,6,5,5,0,0,3,3,3,1,0,5,2,2,6,0,2
2663,12,10,1,1,0,0,0,2,1,1,0,0,2,1,2,1,0,3
2664,12,10,10,9,10,2,0,3,4,3,3,1,3,4,1,7,1,2
2665,12,10,10,0,10,0,1,1,1,0,1,0,4,1,1,3,0,0
2666,12,10,10,0,10,0,0,1,1,0,1,0,3,1,1,3,0,0
2667,12,10,0,0,0,4,0,3,0,0,0,3,3,2,2,0,1,1
2668,12,9,8,8,0,0,9,1,1,1,0,0,5,2,1,2,0,0
2669,12,10,2,2,0,2,0,5,1,1,0,4,6,3,3,1,1,1
2670,12,8,5,0,5,1,2,3,3,0,3,3,5,3,2,2,1,0
2671,12,10,9,8,5,0,0,4,4,4,2,0,5,3,3,7,0,2
2672,12,10,4,2,2,0,0,5,2,2,1,0,6,3,3,1,0,2
2673,12,10,0,0,0,2,0,5,0,0,0,3,5,3,3,0,1,1
2674,12,10,2,2,2,2,0,3,1,1,1,2,5,3,1,1,1,3
2675,12,4,3,3,0,0,7,1,1,1,0,0,6,3,1,1,0,3
2676,12,10,0,0,0,4,1,3,0,0,0,3,3,4,1,0,2,1
2677,12,10,8,0,8,8,0,5,1,0,1,4,5,3,3,2,4,1
2678,12,10,10,10,0,1,2,1,1,1,0,5,5,2,1,3,1,2
2679,12,10,7,0,7,0,8,1,1,0,1,0,3,1,1,3,0,0
2680,12,8,4,0,3,1,3,3,2,0,2,5,5,6,2,2,1,1
2681,12,10,5,0,5,5,1,5,1,0,1,5,5,5,3,2,3,1
2682,8,7,0,0,0,2,0,5,0,0,0,5,5,3,3,0,1,1
